typology_code,all_forms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
Holwerda 18,Holwerda 18,Holw. 18|Holw.18|HBW 18|HBW18,pottery,aardewerk,Topf,pot,,jar,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
Holwerda 2,Holwerda 2,Holw. 2|Holw.2|HBW 2|HBW2,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-40,20,certain,Holwerda 1923
Holwerda 25,Holwerda 25,Holw. 25|Holw.25|HBW 25|HBW25,Terra nigra flask-shaped pot,Terra nigra flesvormige pot,Terra Nigra Flasche,Terra Nigra flacon,terra nigra,flask,Low Countries (Netherlands),-30,70,certain,Holwerda 1923
Holwerda 26,Holwerda 26,Holw. 26|Holw.26|HBW 26|HBW26,Terra nigra pointed-belly pot,Terra nigra spitsbuikige pot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-30,60,certain,Holwerda 1923
Holwerda 27,Holwerda 27,Holw. 27|Holw.27|HBW 27|HBW27,Terra nigra round-oval pot,Terra nigra rondovale pot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-25,70,certain,Holwerda 1923
Holwerda 28,Holwerda 28,Holw. 28|Holw.28|HBW 28|HBW28,Terra nigra pot,Terra nigra pot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
Holwerda 29,Holwerda 29,Holw. 29|Holw.29|HBW 29|HBW29,Terra nigra pot,Terra nigra pot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-20,80,certain,Holwerda 1923
Holwerda 3,Holwerda 3,Holw. 3|Holw.3|HBW 3|HBW3,Terra rubra beaker,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-30,50,certain,Holwerda 1923
Holwerda 30,Holwerda 30,Holw. 30|Holw.30|HBW 30|HBW30,Terra nigra pot,Terra nigra pot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-20,80,certain,Holwerda 1923
Holwerda 31,Holwerda 31,Holw. 31|Holw.31|HBW 31|HBW31,Terra nigra storage jar,Terra nigra voorraadpot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-20,80,certain,Holwerda 1923
Holwerda 35,Holwerda 35,Holw. 35|Holw.35|HBW 35|HBW35,thin-walled Nijmegen pottery,dunwandig Nijmeegs aardewerk,Dünnwandige Keramik Topf,Céramique à paroi fine pot,thin-walled ware,jar,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 36,Holwerda 36,Holw. 36|Holw.36|HBW 36|HBW36,thin-walled Nijmegen pottery,dunwandig Nijmeegs aardewerk,Dünnwandige Keramik Topf,Céramique à paroi fine pot,thin-walled ware,jar,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 37,Holwerda 37,Holw. 37|Holw.37|HBW 37|HBW37,thin-walled Nijmegen pottery,dunwandig Nijmeegs aardewerk,Dünnwandige Keramik Topf,Céramique à paroi fine pot,thin-walled ware,jar,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 4,Holwerda 4,Holw. 4|Holw.4|HBW 4|HBW4,Terra rubra beaker,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-30,20,certain,Holwerda 1923
Holwerda 40,Holwerda 40,Holw. 40|Holw.40|HBW 40|HBW40,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-30,70,certain,Holwerda 1923
Holwerda 41,Holwerda 41,Holw. 41|Holw.41|HBW 41|HBW41,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-25,70,certain,Holwerda 1923
Holwerda 42,Holwerda 42,Holw. 42|Holw.42|HBW 42|HBW42,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
Holwerda 5,Holwerda 5,Holw. 5|Holw.5|HBW 5|HBW5,Terra rubra beaker,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-25,30,certain,Holwerda 1923
Holwerda 50,Holwerda 50,Holw. 50|Holw.50|HBW 50|HBW50,Terra nigra plate,Terra nigra bord,Terra Nigra Teller,Terra Nigra assiette,terra nigra,plate,Low Countries (Netherlands),-40,70,certain,Holwerda 1923
Holwerda 52,Holwerda 52,Holw. 52|Holw.52|HBW 52|HBW52,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 54,Holwerda 54,Holw. 54|Holw.54|HBW 54|HBW54,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 55,Holwerda 55,Holw. 55|Holw.55|HBW 55|HBW55,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-30,100,certain,Holwerda 1923
Holwerda 55c,Holwerda 55c,Holw. 55c|Holw.55c|HBW 55c|HBW55c,pottery,aardewerk,Topf,pot,,jar,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 56,Holwerda 56,Holw. 56|Holw.56|HBW 56|HBW56,Terra nigra cup,Terra nigra beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,cup,Low Countries (Netherlands),-25,80,certain,Holwerda 1923
Holwerda 58,Holwerda 58,Holw. 58|Holw.58|HBW 58|HBW58,Terra nigra beaker,Terra nigra beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,beaker,Low Countries (Netherlands),-20,80,certain,Holwerda 1923
Holwerda 6,Holwerda 6,Holw. 6|Holw.6|HBW 6|HBW6,Terra rubra beaker,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-25,30,certain,Holwerda 1923
Holwerda 61,Holwerda 61,Holw. 61|Holw.61|HBW 61|HBW61,rough-walled Nijmegen pottery,ruwwandig Nijmeegs aardewerk,Topf,pot,,jar,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 62,Holwerda 62,Holw. 62|Holw.62|HBW 62|HBW62,Nijmegen coarse ware jar,Nijmegen ruwwandig aardewerk pot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Low Countries (Netherlands),40,120,certain,Holwerda 1923
Holwerda 64,Holwerda 64,Holw. 64|Holw.64|HBW 64|HBW64,rough-walled Nijmegen pottery,ruwwandig Nijmeegs aardewerk,Topf,pot,,jar,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 66,Holwerda 66,Holw. 66|Holw.66|HBW 66|HBW66,rough-walled Nijmegen pottery,ruwwandig Nijmeegs aardewerk,Topf,pot,,jar,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 7,Holwerda 7,Holw. 7|Holw.7|HBW 7|HBW7,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-30,40,certain,Holwerda 1923
Holwerda 70,Holwerda 70,Holw. 70|Holw.70|HBW 70|HBW70,rough-walled Nijmegen pottery,ruwwandig Nijmeegs aardewerk,Topf,pot,,jar,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 74,Holwerda 74,Holw. 74|Holw.74|HBW 74|HBW74,Terra nigra beaker,Terra nigra beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,beaker,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 75,Holwerda 75,Holw. 75|Holw.75|HBW 75|HBW75,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-40,50,certain,Holwerda 1923
Holwerda 76,Holwerda 76,Holw. 76|Holw.76|HBW 76|HBW76,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-40,70,certain,Holwerda 1923
Holwerda 77,Holwerda 77,Holw. 77|Holw.77|HBW 77|HBW77,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-30,70,certain,Holwerda 1923
Holwerda 78,Holwerda 78,Holw. 78|Holw.78|HBW 78|HBW78,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-30,70,certain,Holwerda 1923
Holwerda 79,Holwerda 79,Holw. 79|Holw.79|HBW 79|HBW79,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
Holwerda 8,Holwerda 8,Holw. 8|Holw.8|HBW 8|HBW8,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-20,50,certain,Holwerda 1923
Holwerda 80,Holwerda 80,Holw. 80|Holw.80|HBW 80|HBW80,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
Holwerda 81,Holwerda 81,Holw. 81|Holw.81|HBW 81|HBW81,Terra nigra plate,Terra nigra bord,Terra Nigra Teller,Terra Nigra assiette,terra nigra,plate,Low Countries (Netherlands),-30,70,certain,Holwerda 1923
Holwerda 82,Holwerda 82,Holw. 82|Holw.82|HBW 82|HBW82,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 82/83,Holwerda 82/83,Holw. 82/83|Holw.82/83|HBW 82/83|HBW82/83,beaker,beker,Becher,gobelet,,beaker,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 83,Holwerda 83,Holw. 83|Holw.83|HBW 83|HBW83,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 84,Holwerda 84,Holw. 84|Holw.84|HBW 84|HBW84,Terra rubra bowl,Terra rubra kom,Terra Rubra Schüssel,Terra Rubra bol,terra rubra,bowl,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
Holwerda 86,Holwerda 86,Holw. 86|Holw.86|HBW 86|HBW86,beaker,beker,Becher,gobelet,,beaker,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 87,Holwerda 87,Holw. 87|Holw.87|HBW 87|HBW87,Terra nigra plate,Terra nigra bord,Terra Nigra Teller,Terra Nigra assiette,terra nigra,plate,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 89,Holwerda 89,Holw. 89|Holw.89|HBW 89|HBW89,beaker,beker,Becher,gobelet,,beaker,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
Holwerda 9,Holwerda 9,Holw. 9|Holw.9|HBW 9|HBW9,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-25,60,certain,Holwerda 1923
Holwerda 94,Holwerda 94,Holw. 94|Holw.94|HBW 94|HBW94,Handmade cork urn,handgevormd cork urn,Handgemachte Keramik Urne,Céramique faite à la main urne,handmade ware,urn,Low Countries (Netherlands),-100,80,certain,Holwerda 1923
Holwerda BW 52,Holwerda BW 52,Holw. BW 52|Holw.BW 52|HBW BW 52|HBWBW 52,pottery,aardewerk,Topf,pot,,jar,Low Countries (Netherlands),365,435,certain,Holwerda 1923
Holwerda BW 52b,Holwerda BW 52b,Holw. BW 52b|Holw.BW 52b|HBW BW 52b|HBWBW 52b,bowl,kom,Schüssel,bol,,bowl,Low Countries (Netherlands),365,435,certain,Holwerda 1923
Holwerda BW 55,Holwerda BW 55,Holw. BW 55|Holw.BW 55|HBW BW 55|HBWBW 55,pottery,aardewerk,Topf,pot,,jar,Low Countries (Netherlands),365,435,certain,Holwerda 1923
Holwerda BW55,Holwerda BW55,Holw. BW55|Holw.BW55|HBW BW55|HBWBW55,bowl,kom,Schüssel,bol,,bowl,Low Countries (Netherlands),365,435,certain,Holwerda 1923
Hussong-Cüppers 1,Hussong-Cüppers 1,HC 1|HC1|H-C 1|H-C1,Late Roman color-coated beaker,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Trier / Mosel region),230,400,certain,Hussong & Cüppers 1972
Hussong-Cüppers 10,Hussong-Cüppers 10,HC 10|HC10|H-C 10|H-C10,Late Roman flagon,laat-Romeins kruik,Spätrömische Keramik Krug,Céramique du Bas-Empire flacon,late Roman ware,flagon,Rhineland (Trier / Mosel region),250,425,certain,Hussong & Cüppers 1972
Hussong-Cüppers 11,Hussong-Cüppers 11,HC 11|HC11|H-C 11|H-C11,Late Roman mortarium,laat-Romeins mortarium,Spätrömische Keramik Reibschüssel,Céramique du Bas-Empire mortier,late Roman ware,mortarium,Rhineland (Trier / Mosel region),250,450,certain,Hussong & Cüppers 1972
Hussong-Cüppers 12,Hussong-Cüppers 12,HC 12|HC12|H-C 12|H-C12,Late Roman coarse ware lid,laat-Romeins ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland (Trier / Mosel region),250,425,certain,Hussong & Cüppers 1972
Hussong-Cüppers 13,Hussong-Cüppers 13,HC 13|HC13|H-C 13|H-C13,Late Roman painted ware beaker,laat-Romeins beschilderd aardewerk beker,Bemalte Keramik Becher,Céramique peinte gobelet,painted ware,beaker,Rhineland (Trier / Mosel region),275,400,certain,Hussong & Cüppers 1972
Hussong-Cüppers 14,Hussong-Cüppers 14,HC 14|HC14|H-C 14|H-C14,Late Roman painted ware bowl,laat-Romeins beschilderd aardewerk kom,Bemalte Keramik Schüssel,Céramique peinte bol,painted ware,bowl,Rhineland (Trier / Mosel region),300,425,certain,Hussong & Cüppers 1972
Hussong-Cüppers 2,Hussong-Cüppers 2,HC 2|HC2|H-C 2|H-C2,Late Roman rouletted beaker,laat-Romeins rolstempelversierd beker,Spätrömische Keramik Becher,Céramique du Bas-Empire gobelet,late Roman ware,beaker,Rhineland (Trier / Mosel region),260,400,certain,Hussong & Cüppers 1972
Hussong-Cüppers 3,Hussong-Cüppers 3,HC 3|HC3|H-C 3|H-C3,Late Roman indented beaker,laat-Romeins ingedeukd beker,Spätrömische Keramik Becher,Céramique du Bas-Empire gobelet,late Roman ware,beaker,Rhineland (Trier / Mosel region),260,400,certain,Hussong & Cüppers 1972
Hussong-Cüppers 4,Hussong-Cüppers 4,HC 4|HC4|H-C 4|H-C4,Late Roman coarse ware cooking pot,laat-Romeins ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland (Trier / Mosel region),230,425,certain,Hussong & Cüppers 1972
Hussong-Cüppers 5,Hussong-Cüppers 5,HC 5|HC5|H-C 5|H-C5,Late Roman coarse ware storage jar,laat-Romeins ruwwandig aardewerk voorraadpot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Rhineland (Trier / Mosel region),230,425,certain,Hussong & Cüppers 1972
Hussong-Cüppers 6,Hussong-Cüppers 6,HC 6|HC6|H-C 6|H-C6,Late Roman flanged bowl,laat-Romeins geflensd kom,Spätrömische Keramik Schüssel,Céramique du Bas-Empire bol,late Roman ware,bowl,Rhineland (Trier / Mosel region),275,450,certain,Hussong & Cüppers 1972
Hussong-Cüppers 7,Hussong-Cüppers 7,HC 7|HC7|H-C 7|H-C7,Late Roman bowl,laat-Romeins kom,Spätrömische Keramik Schüssel,Céramique du Bas-Empire bol,late Roman ware,bowl,Rhineland (Trier / Mosel region),250,425,certain,Hussong & Cüppers 1972
Hussong-Cüppers 8,Hussong-Cüppers 8,HC 8|HC8|H-C 8|H-C8,Late Roman wide bowl,laat-Romeins breed kom,Spätrömische Keramik Schüssel,Céramique du Bas-Empire bol,late Roman ware,bowl,Rhineland (Trier / Mosel region),250,425,certain,Hussong & Cüppers 1972
Hussong-Cüppers 9,Hussong-Cüppers 9,HC 9|HC9|H-C 9|H-C9,Late Roman jug,laat-Romeins kruik,Spätrömische Keramik Krug,Céramique du Bas-Empire cruche,late Roman ware,jug,Rhineland (Trier / Mosel region),250,425,certain,Hussong & Cüppers 1972
Höpken,Höpken,Höpk.,Höpken Noppenbecher,Höpken Noppenbecher,,,,,Rhineland (Cologne — Colonia Agrippina),50,350,approximate,Höpken 2005
Kalenderbergversiering,Kalenderbergversiering,,hand-formed pottery: three-part tall form,"aardewerk, handgevormd:3-ledig hoge vorm",Topf,pot,,jar,,-150,-25,probable,
Lamboglia 2,Lamboglia 2,Lamb. 2|Lamb.2|Lambo 2,Adriatic wine amphora,Adriatische wijnamfoor,Adriatische Weinamphore,amphore vinaire adriatique,amphora,amphora,Adriatic (Italy),-130,-30,approximate,Lamboglia 1955
Loeschcke I,Loeschcke I,Loe. I|Loe.I,Volute oil lamp,voluutlamp,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,-20,70,certain,Loeschcke 1919
Loeschcke II,Loeschcke II,Loe. II|Loe.II,Volute oil lamp,voluutlamp,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,-10,80,certain,Loeschcke 1919
Loeschcke III,Loeschcke III,Loe. III|Loe.III,Volute oil lamp,voluutlamp,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,-10,80,certain,Loeschcke 1919
Loeschcke IV,Loeschcke IV,Loe. IV|Loe.IV,Oil lamp,olielamp,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,-20,40,certain,Loeschcke 1919
Loeschcke IX,Loeschcke IX,Loe. IX|Loe.IX,Firmalampe,Firmalampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,100,300,certain,Loeschcke 1919
Loeschcke V,Loeschcke V,Loe. V|Loe.V,Firmalampe,Firmalampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,40,120,certain,Loeschcke 1919
Loeschcke VI,Loeschcke VI,Loe. VI|Loe.VI,Firmalampe,Firmalampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,50,150,certain,Loeschcke 1919
Loeschcke VII,Loeschcke VII,Loe. VII|Loe.VII,Firmalampe,Firmalampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,50,150,certain,Loeschcke 1919
Loeschcke VIII,Loeschcke VIII,Loe. VIII|Loe.VIII,Firmalampe,Firmalampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,50,300,certain,Loeschcke 1919
Loeschcke X,Loeschcke X,Loe. X|Loe.X,Bildlampe,Bildlampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,50,200,certain,Loeschcke 1919
Loeschcke XI,Loeschcke XI,Loe. XI|Loe.XI,Open oil lamp,open olielamp,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,1,150,certain,Loeschcke 1919
Loeschcke XIV,Loeschcke XIV,Loe. XIV|Loe.XIV,Kanallampe,Kanallampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,300,500,certain,Loeschcke 1919
Ludowici SB,Ludowici SB,Lud. SB|Lud.SB|Ludow. SB|Ludow.SB,East Gaulish terra sigillata plate,Oost-Gallische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,East Gaulish (Rheinzabern),120,260,certain,Ludowici 1927
Ludowici SMb,Ludowici SMb,Lud. SMb|Lud.SMb|Ludow. SMb|Ludow.SMb,East Gaulish terra sigillata plate,Oost-Gallische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,East Gaulish (Rheinzabern),120,260,certain,Ludowici 1927
Ludowici TK,Ludowici TK,Lud. TK|Lud.TK|Ludow. TK|Ludow.TK,East Gaulish terra sigillata cup,Oost-Gallische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,East Gaulish (Rheinzabern),100,250,certain,Ludowici 1927
Ludowici Tc,Ludowici Tc,Lud. Tc|Lud.Tc|Ludow. Tc|Ludow.Tc,East Gaulish terra sigillata cup,Oost-Gallische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,East Gaulish (Rheinzabern),100,200,certain,Ludowici 1927
Ludowici Tf,Ludowici Tf,Lud. Tf|Lud.Tf|Ludow. Tf|Ludow.Tf,East Gaulish terra sigillata beaker,Oost-Gallische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,beaker,East Gaulish (Rheinzabern),150,280,certain,Ludowici 1927
Ludowici Tg,Ludowici Tg,Lud. Tg|Lud.Tg|Ludow. Tg|Ludow.Tg,terra sigillata form,terra sigillata vorm,Terra Sigillata,Sigillée,terra sigillata,,East Gaulish (Rheinzabern),100,250,certain,Ludowici 1927
Ludowici Th,Ludowici Th,Lud. Th|Lud.Th|Ludow. Th|Ludow.Th,terra sigillata pot,terra sigillata pot,Terra Sigillata Topf,Sigillée pot,terra sigillata,jar,East Gaulish (Rheinzabern),100,250,certain,Ludowici 1927
Ludowici Ti,Ludowici Ti,Lud. Ti|Lud.Ti|Ludow. Ti|Ludow.Ti,terra sigillata form,terra sigillata vorm,Terra Sigillata,Sigillée,terra sigillata,,East Gaulish (Rheinzabern),100,250,certain,Ludowici 1927
Ludowici Ti’,Ludowici Ti’,Lud. Ti’|Lud.Ti’|Ludow. Ti’|Ludow.Ti’,terra sigillata form,terra sigillata vorm,Terra Sigillata,Sigillée,terra sigillata,,East Gaulish (Rheinzabern),100,250,certain,Ludowici 1927
Ludowici Tl,Ludowici Tl,Lud. Tl|Lud.Tl|Ludow. Tl|Ludow.Tl,terra sigillata form,terra sigillata vorm,Terra Sigillata,Sigillée,terra sigillata,,East Gaulish (Rheinzabern),100,250,certain,Ludowici 1927
Mayen 1,Mayen 1,May. 1|May.1,Mayen ware cooking pot,Mayen aardewerk kookpot,Mayener Ware Kochtopf,Céramique de Mayen pot culinaire,Mayen ware,cooking pot,Rhineland — Eifel (Mayen / Andernach),250,500,certain,Redknap 1988
Mayen 10,Mayen 10,May. 10|May.10,Mayen ware jug,Mayen aardewerk kruik,Mayener Ware Krug,Céramique de Mayen cruche,Mayen ware,jug,Rhineland — Eifel (Mayen / Andernach),300,500,certain,Redknap 1988
Mayen 2,Mayen 2,May. 2|May.2,Mayen ware cooking pot,Mayen aardewerk kookpot,Mayener Ware Kochtopf,Céramique de Mayen pot culinaire,Mayen ware,cooking pot,Rhineland — Eifel (Mayen / Andernach),250,500,certain,Redknap 1988
Mayen 3,Mayen 3,May. 3|May.3,Mayen ware storage jar,Mayen aardewerk voorraadpot,Mayener Ware Topf,Céramique de Mayen pot,Mayen ware,jar,Rhineland — Eifel (Mayen / Andernach),250,500,certain,Redknap 1988
Mayen 4,Mayen 4,May. 4|May.4,Mayen ware storage jar,Mayen aardewerk voorraadpot,Mayener Ware Topf,Céramique de Mayen pot,Mayen ware,jar,Rhineland — Eifel (Mayen / Andernach),300,500,certain,Redknap 1988
Mayen 5,Mayen 5,May. 5|May.5,Mayen ware bowl,Mayen aardewerk kom,Mayener Ware Schüssel,Céramique de Mayen bol,Mayen ware,bowl,Rhineland — Eifel (Mayen / Andernach),250,500,certain,Redknap 1988
