id,typology_code,synonyms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
622,Holwerda 4,,Holw. 4|Holw.4|HBW 4|HBW4,Terra rubra beaker,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-30,20,certain,Holwerda 1923
623,Holwerda 40,,Holw. 40|Holw.40|HBW 40|HBW40,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-30,70,certain,Holwerda 1923
624,Holwerda 41,,Holw. 41|Holw.41|HBW 41|HBW41,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-25,70,certain,Holwerda 1923
625,Holwerda 42,,Holw. 42|Holw.42|HBW 42|HBW42,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
626,Holwerda 5,,Holw. 5|Holw.5|HBW 5|HBW5,Terra rubra beaker,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-25,30,certain,Holwerda 1923
627,Holwerda 50,,Holw. 50|Holw.50|HBW 50|HBW50,Terra nigra plate,Terra nigra bord,Terra Nigra Teller,Terra Nigra assiette,terra nigra,plate,Low Countries (Netherlands),-40,70,certain,Holwerda 1923
628,Holwerda 55,,Holw. 55|Holw.55|HBW 55|HBW55,Terra nigra bowl,Terra nigra kom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Low Countries (Netherlands),-30,100,certain,Holwerda 1923
629,Holwerda 56,,Holw. 56|Holw.56|HBW 56|HBW56,Terra nigra cup,Terra nigra beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,cup,Low Countries (Netherlands),-25,80,certain,Holwerda 1923
630,Holwerda 58,,Holw. 58|Holw.58|HBW 58|HBW58,Terra nigra beaker,Terra nigra beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,beaker,Low Countries (Netherlands),-20,80,certain,Holwerda 1923
631,Holwerda 6,,Holw. 6|Holw.6|HBW 6|HBW6,Terra rubra beaker,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-25,30,certain,Holwerda 1923
632,Holwerda 62,,Holw. 62|Holw.62|HBW 62|HBW62,Nijmegen coarse ware jar,Nijmegen ruwwandig aardewerk pot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Low Countries (Netherlands),40,120,certain,Holwerda 1923
633,Holwerda 7,,Holw. 7|Holw.7|HBW 7|HBW7,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-30,40,certain,Holwerda 1923
634,Holwerda 75,,Holw. 75|Holw.75|HBW 75|HBW75,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-40,50,certain,Holwerda 1923
635,Holwerda 76,,Holw. 76|Holw.76|HBW 76|HBW76,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-40,70,certain,Holwerda 1923
636,Holwerda 77,,Holw. 77|Holw.77|HBW 77|HBW77,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-30,70,certain,Holwerda 1923
637,Holwerda 78,,Holw. 78|Holw.78|HBW 78|HBW78,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-30,70,certain,Holwerda 1923
638,Holwerda 79,,Holw. 79|Holw.79|HBW 79|HBW79,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
639,Holwerda 8,,Holw. 8|Holw.8|HBW 8|HBW8,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-20,50,certain,Holwerda 1923
640,Holwerda 80,,Holw. 80|Holw.80|HBW 80|HBW80,Terra rubra plate,Terra rubra bord,Terra Rubra Teller,Terra Rubra assiette,terra rubra,plate,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
641,Holwerda 81,,Holw. 81|Holw.81|HBW 81|HBW81,Terra nigra plate,Terra nigra bord,Terra Nigra Teller,Terra Nigra assiette,terra nigra,plate,Low Countries (Netherlands),-30,70,certain,Holwerda 1923
642,Holwerda 84,,Holw. 84|Holw.84|HBW 84|HBW84,Terra rubra bowl,Terra rubra kom,Terra Rubra Schüssel,Terra Rubra bol,terra rubra,bowl,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
643,Holwerda 9,,Holw. 9|Holw.9|HBW 9|HBW9,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-25,60,certain,Holwerda 1923
644,Holwerda 94,,Holw. 94|Holw.94|HBW 94|HBW94,Handmade cork urn,handgevormd cork urn,Handgemachte Keramik Urne,Céramique faite à la main urne,handmade ware,urn,Low Countries (Netherlands),-100,80,certain,Holwerda 1923
645,Hussong-Cüppers 1,,HC 1|HC1|H-C 1|H-C1,Late Roman color-coated beaker,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Trier / Mosel region),230,400,certain,Hussong & Cüppers 1972
646,Hussong-Cüppers 10,,HC 10|HC10|H-C 10|H-C10,Late Roman flagon,laat-Romeins kruik,Spätrömische Keramik Krug,Céramique du Bas-Empire flacon,late Roman ware,flagon,Rhineland (Trier / Mosel region),250,425,certain,Hussong & Cüppers 1972
647,Hussong-Cüppers 11,,HC 11|HC11|H-C 11|H-C11,Late Roman mortarium,laat-Romeins mortarium,Spätrömische Keramik Reibschüssel,Céramique du Bas-Empire mortier,late Roman ware,mortarium,Rhineland (Trier / Mosel region),250,450,certain,Hussong & Cüppers 1972
648,Hussong-Cüppers 12,,HC 12|HC12|H-C 12|H-C12,Late Roman coarse ware lid,laat-Romeins ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland (Trier / Mosel region),250,425,certain,Hussong & Cüppers 1972
649,Hussong-Cüppers 13,,HC 13|HC13|H-C 13|H-C13,Late Roman painted ware beaker,laat-Romeins beschilderd aardewerk beker,Bemalte Keramik Becher,Céramique peinte gobelet,painted ware,beaker,Rhineland (Trier / Mosel region),275,400,certain,Hussong & Cüppers 1972
650,Hussong-Cüppers 14,,HC 14|HC14|H-C 14|H-C14,Late Roman painted ware bowl,laat-Romeins beschilderd aardewerk kom,Bemalte Keramik Schüssel,Céramique peinte bol,painted ware,bowl,Rhineland (Trier / Mosel region),300,425,certain,Hussong & Cüppers 1972
651,Hussong-Cüppers 2,,HC 2|HC2|H-C 2|H-C2,Late Roman rouletted beaker,laat-Romeins rolstempelversierd beker,Spätrömische Keramik Becher,Céramique du Bas-Empire gobelet,late Roman ware,beaker,Rhineland (Trier / Mosel region),260,400,certain,Hussong & Cüppers 1972
652,Hussong-Cüppers 3,,HC 3|HC3|H-C 3|H-C3,Late Roman indented beaker,laat-Romeins ingedeukd beker,Spätrömische Keramik Becher,Céramique du Bas-Empire gobelet,late Roman ware,beaker,Rhineland (Trier / Mosel region),260,400,certain,Hussong & Cüppers 1972
653,Hussong-Cüppers 4,,HC 4|HC4|H-C 4|H-C4,Late Roman coarse ware cooking pot,laat-Romeins ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland (Trier / Mosel region),230,425,certain,Hussong & Cüppers 1972
654,Hussong-Cüppers 5,,HC 5|HC5|H-C 5|H-C5,Late Roman coarse ware storage jar,laat-Romeins ruwwandig aardewerk voorraadpot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Rhineland (Trier / Mosel region),230,425,certain,Hussong & Cüppers 1972
655,Hussong-Cüppers 6,,HC 6|HC6|H-C 6|H-C6,Late Roman flanged bowl,laat-Romeins geflensd kom,Spätrömische Keramik Schüssel,Céramique du Bas-Empire bol,late Roman ware,bowl,Rhineland (Trier / Mosel region),275,450,certain,Hussong & Cüppers 1972
656,Hussong-Cüppers 7,,HC 7|HC7|H-C 7|H-C7,Late Roman bowl,laat-Romeins kom,Spätrömische Keramik Schüssel,Céramique du Bas-Empire bol,late Roman ware,bowl,Rhineland (Trier / Mosel region),250,425,certain,Hussong & Cüppers 1972
657,Hussong-Cüppers 8,,HC 8|HC8|H-C 8|H-C8,Late Roman wide bowl,laat-Romeins breed kom,Spätrömische Keramik Schüssel,Céramique du Bas-Empire bol,late Roman ware,bowl,Rhineland (Trier / Mosel region),250,425,certain,Hussong & Cüppers 1972
658,Hussong-Cüppers 9,,HC 9|HC9|H-C 9|H-C9,Late Roman jug,laat-Romeins kruik,Spätrömische Keramik Krug,Céramique du Bas-Empire cruche,late Roman ware,jug,Rhineland (Trier / Mosel region),250,425,certain,Hussong & Cüppers 1972
659,Höpken,,Höpk.,Höpken Noppenbecher,Höpken Noppenbecher,,,,,Rhineland (Cologne — Colonia Agrippina),50,350,approximate,Höpken 2005
660,Loeschcke I,,Loe. I|Loe.I,Volute oil lamp,voluutlamp,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,-20,70,certain,Loeschcke 1919
661,Loeschcke II,,Loe. II|Loe.II,Volute oil lamp,voluutlamp,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,-10,80,certain,Loeschcke 1919
662,Loeschcke III,,Loe. III|Loe.III,Volute oil lamp,voluutlamp,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,-10,80,certain,Loeschcke 1919
663,Loeschcke IV,,Loe. IV|Loe.IV,Oil lamp,olielamp,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,-20,40,certain,Loeschcke 1919
664,Loeschcke IX,,Loe. IX|Loe.IX,Firmalampe,Firmalampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,100,300,certain,Loeschcke 1919
665,Loeschcke V,,Loe. V|Loe.V,Firmalampe,Firmalampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,40,120,certain,Loeschcke 1919
666,Loeschcke VI,,Loe. VI|Loe.VI,Firmalampe,Firmalampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,50,150,certain,Loeschcke 1919
667,Loeschcke VII,,Loe. VII|Loe.VII,Firmalampe,Firmalampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,50,150,certain,Loeschcke 1919
668,Loeschcke VIII,,Loe. VIII|Loe.VIII,Firmalampe,Firmalampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,50,300,certain,Loeschcke 1919
669,Loeschcke X,,Loe. X|Loe.X,Bildlampe,Bildlampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,50,200,certain,Loeschcke 1919
670,Loeschcke XI,,Loe. XI|Loe.XI,Open oil lamp,open olielamp,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,1,150,certain,Loeschcke 1919
671,Loeschcke XIV,,Loe. XIV|Loe.XIV,Kanallampe,Kanallampe,Öllampe Öllampe,Lampe à huile lampe,oil lamp,lamp,Roman Mediterranean / varies by lamp type,300,500,certain,Loeschcke 1919
672,Ludowici SA,Curle 15|Dragendorff 31|Ludowici SMa,Lud. SA|Lud.SA|Ludow. SA|Ludow.SA,East Gaulish terra sigillata plate,Oost-Gallische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,East Gaulish (Rheinzabern),100,260,certain,Ludowici 1927
673,Ludowici SB,,Lud. SB|Lud.SB|Ludow. SB|Ludow.SB,East Gaulish terra sigillata plate,Oost-Gallische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,East Gaulish (Rheinzabern),120,260,certain,Ludowici 1927
674,Ludowici SMa,Curle 15|Dragendorff 31|Ludowici SA,Lud. SMa|Lud.SMa|Ludow. SMa|Ludow.SMa,East Gaulish terra sigillata plate,Oost-Gallische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,East Gaulish (Rheinzabern),120,260,certain,Ludowici 1927
675,Ludowici SMb,,Lud. SMb|Lud.SMb|Ludow. SMb|Ludow.SMb,East Gaulish terra sigillata plate,Oost-Gallische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,East Gaulish (Rheinzabern),120,260,certain,Ludowici 1927
676,Ludowici TK,,Lud. TK|Lud.TK|Ludow. TK|Ludow.TK,East Gaulish terra sigillata cup,Oost-Gallische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,East Gaulish (Rheinzabern),100,250,certain,Ludowici 1927
677,Ludowici Tc,,Lud. Tc|Lud.Tc|Ludow. Tc|Ludow.Tc,East Gaulish terra sigillata cup,Oost-Gallische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,East Gaulish (Rheinzabern),100,200,certain,Ludowici 1927
678,Ludowici Tf,,Lud. Tf|Lud.Tf|Ludow. Tf|Ludow.Tf,East Gaulish terra sigillata beaker,Oost-Gallische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,beaker,East Gaulish (Rheinzabern),150,280,certain,Ludowici 1927
679,Mayen 1,,May. 1|May.1,Mayen ware cooking pot,Mayen aardewerk kookpot,Mayener Ware Kochtopf,Céramique de Mayen pot culinaire,Mayen ware,cooking pot,Rhineland — Eifel (Mayen / Andernach),250,500,certain,Redknap 1988
680,Mayen 10,,May. 10|May.10,Mayen ware jug,Mayen aardewerk kruik,Mayener Ware Krug,Céramique de Mayen cruche,Mayen ware,jug,Rhineland — Eifel (Mayen / Andernach),300,500,certain,Redknap 1988
681,Mayen 2,,May. 2|May.2,Mayen ware cooking pot,Mayen aardewerk kookpot,Mayener Ware Kochtopf,Céramique de Mayen pot culinaire,Mayen ware,cooking pot,Rhineland — Eifel (Mayen / Andernach),250,500,certain,Redknap 1988
682,Mayen 3,,May. 3|May.3,Mayen ware storage jar,Mayen aardewerk voorraadpot,Mayener Ware Topf,Céramique de Mayen pot,Mayen ware,jar,Rhineland — Eifel (Mayen / Andernach),250,500,certain,Redknap 1988
683,Mayen 4,,May. 4|May.4,Mayen ware storage jar,Mayen aardewerk voorraadpot,Mayener Ware Topf,Céramique de Mayen pot,Mayen ware,jar,Rhineland — Eifel (Mayen / Andernach),300,500,certain,Redknap 1988
684,Mayen 5,,May. 5|May.5,Mayen ware bowl,Mayen aardewerk kom,Mayener Ware Schüssel,Céramique de Mayen bol,Mayen ware,bowl,Rhineland — Eifel (Mayen / Andernach),250,500,certain,Redknap 1988
685,Mayen 6,,May. 6|May.6,Mayen ware bowl,Mayen aardewerk kom,Mayener Ware Schüssel,Céramique de Mayen bol,Mayen ware,bowl,Rhineland — Eifel (Mayen / Andernach),300,500,certain,Redknap 1988
686,Mayen 7,,May. 7|May.7,Mayen ware plate,Mayen aardewerk bord,Mayener Ware Teller,Céramique de Mayen assiette,Mayen ware,plate,Rhineland — Eifel (Mayen / Andernach),300,500,certain,Redknap 1988
687,Mayen 8,,May. 8|May.8,Mayen ware beaker,Mayen aardewerk beker,Mayener Ware Becher,Céramique de Mayen gobelet,Mayen ware,beaker,Rhineland — Eifel (Mayen / Andernach),300,500,certain,Redknap 1988
688,Mayen 9,,May. 9|May.9,Mayen ware lid,Mayen aardewerk deksel,Mayener Ware Deckel,Céramique de Mayen couvercle,Mayen ware,lid,Rhineland — Eifel (Mayen / Andernach),250,500,certain,Redknap 1988
689,Niederbieber 103,Brunsting 8,NB 103|NB103|Nb. 103|Nb.103|Nieb. 103|Nieb.103,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
690,Niederbieber 104,Brunsting 9|Stuart 211,NB 104|NB104|Nb. 104|Nb.104|Nieb. 104|Nieb.104,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland (Rhineland-Palatinate),100,300,certain,Oelmann 1914
691,Niederbieber 105,,NB 105|NB105|Nb. 105|Nb.105|Nieb. 105|Nieb.105,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
692,Niederbieber 106,,NB 106|NB106|Nb. 106|Nb.106|Nieb. 106|Nieb.106,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
693,Niederbieber 107,,NB 107|NB107|Nb. 107|Nb.107|Nieb. 107|Nieb.107,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
694,Niederbieber 110,,NB 110|NB110|Nb. 110|Nb.110|Nieb. 110|Nieb.110,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
695,Niederbieber 111,,NB 111|NB111|Nb. 111|Nb.111|Nieb. 111|Nieb.111,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
696,Niederbieber 112,,NB 112|NB112|Nb. 112|Nb.112|Nieb. 112|Nieb.112,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
697,Niederbieber 113,,NB 113|NB113|Nb. 113|Nb.113|Nieb. 113|Nieb.113,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
698,Niederbieber 114,,NB 114|NB114|Nb. 114|Nb.114|Nieb. 114|Nieb.114,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
699,Niederbieber 119,,NB 119|NB119|Nb. 119|Nb.119|Nieb. 119|Nieb.119,Coarse ware lid,ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
700,Niederbieber 120,,NB 120|NB120|Nb. 120|Nb.120|Nieb. 120|Nieb.120,Coarse ware lid,ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
701,Niederbieber 120b,,NB 120b|NB120b|Nb. 120b|Nb.120b|Nieb. 120b|Nieb.120b,Coarse ware bell-shaped lid,ruwwandig aardewerk klokvormig deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
702,Niederbieber 30,,NB 30|NB30|Nb. 30|Nb.30|Nieb. 30|Nieb.30,Color-coated beaker,geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),130,300,certain,Oelmann 1914
703,Niederbieber 31,,NB 31|NB31|Nb. 31|Nb.31|Nieb. 31|Nieb.31,Color-coated beaker,geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),140,300,certain,Oelmann 1914
704,Niederbieber 32,,NB 32|NB32|Nb. 32|Nb.32|Nieb. 32|Nieb.32,Color-coated beaker,geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
705,Niederbieber 33,,NB 33|NB33|Nb. 33|Nb.33|Nieb. 33|Nieb.33,Color-coated beaker,geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
706,Niederbieber 62,Brunsting 4|Brunsting 6|Stuart 111|Stuart 4,NB 62|NB62|Nb. 62|Nb.62|Nieb. 62|Nieb.62,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland (Rhineland-Palatinate),100,300,certain,Oelmann 1914
707,Niederbieber 63,,NB 63|NB63|Nb. 63|Nb.63|Nieb. 63|Nieb.63,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
708,Niederbieber 64,,NB 64|NB64|Nb. 64|Nb.64|Nieb. 64|Nieb.64,Smooth-walled flask,gladwandig fles,Glatttonige Keramik Flasche,Céramique lissée flacon,smooth-walled ware,flask,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
709,Niederbieber 76,,NB 76|NB76|Nb. 76|Nb.76|Nieb. 76|Nieb.76,Smooth-walled flask,gladwandig fles,Glatttonige Keramik Flasche,Céramique lissée flacon,smooth-walled ware,flask,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
710,Niederbieber 82,Brunsting 27|Stuart 145,NB 82|NB82|Nb. 82|Nb.82|Nieb. 82|Nieb.82,Smooth-walled goblet bowl,gladwandig voetkom,Glatttonige Keramik Schüssel,Céramique lissée bol,smooth-walled ware,bowl,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
711,Niederbieber 87,,NB 87|NB87|Nb. 87|Nb.87|Nieb. 87|Nieb.87,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
712,Niederbieber 88,,NB 88|NB88|Nb. 88|Nb.88|Nieb. 88|Nieb.88,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
713,Niederbieber 89,,NB 89|NB89|Nb. 89|Nb.89|Nieb. 89|Nieb.89,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
